InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,DayName
570818,79321,CHILLI LIGHTS,10,2011-10-12 12:47:00,5.75,17841,United Kingdom,Wednesday
536823,82494L,WOODEN FRAME ANTIQUE WHITE ,6,2010-12-02 17:22:00,2.95,13011,United Kingdom,Thursday
542386,22957,SET 3 PAPER VINTAGE CHICK PAPER EGG,6,2011-01-27 14:35:00,2.95,17540,United Kingdom,Thursday
575068,23204,CHARLOTTE BAG APPLES DESIGN,10,2011-11-08 12:46:00,0.85,14282,United Kingdom,Tuesday
553061,22367,CHILDRENS APRON SPACEBOY DESIGN,2,2011-05-13 11:12:00,1.95,17238,United Kingdom,Friday
568367,23333,IVORY WICKER HEART MEDIUM,12,2011-09-26 15:51:00,1.25,15755,United Kingdom,Monday
538104,22747,POPPY'S PLAYHOUSE BATHROOM,2,2010-12-09 15:16:00,2.1,17950,United Kingdom,Thursday
576054,22530,MAGIC DRAWING SLATE DOLLY GIRL ,2,2011-11-13 14:55:00,0.42,15787,United Kingdom,Sunday
577410,23200,JUMBO BAG PEARS,2,2011-11-20 10:59:00,2.08,14664,United Kingdom,Sunday
575680,21793,CLASSIC FRENCH STYLE BASKET BROWN,8,2011-11-10 15:23:00,3.95,13148,United Kingdom,Thursday
566075,72819,CUPID DESIGN SCENTED CANDLES,6,2011-09-09 09:03:00,2.55,16173,United Kingdom,Friday
543008,22621,TRADITIONAL KNITTING NANCY,96,2011-02-02 13:07:00,1.25,13824,United Kingdom,Wednesday
545759,22468,BABUSHKA LIGHTS STRING OF 10,2,2011-03-07 11:56:00,6.75,16316,United Kingdom,Monday
550829,23138,SINGLE WIRE HOOK IVORY HEART,2,2011-04-21 10:19:00,1.45,17841,United Kingdom,Thursday
575117,21642,ASSORTED TUTTI FRUTTI PEN,4,2011-11-08 14:22:00,0.29,12748,United Kingdom,Tuesday
572484,20725,LUNCH BAG RED RETROSPOT,2,2011-10-24 13:50:00,1.65,17220,United Kingdom,Monday
545690,22499,WOODEN UNION JACK BUNTING,1,2011-03-06 12:46:00,5.95,13263,United Kingdom,Sunday
553859,21913,VINTAGE SEASIDE JIGSAW PUZZLES,1,2011-05-19 13:35:00,3.75,14505,United Kingdom,Thursday
579940,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,6,2011-12-01 10:20:00,2.95,16938,United Kingdom,Thursday
554916,47590A,BLUE HAPPY BIRTHDAY BUNTING,1,2011-05-27 12:26:00,5.45,17345,United Kingdom,Friday
557878,22468,BABUSHKA LIGHTS STRING OF 10,4,2011-06-23 13:13:00,6.75,16940,United Kingdom,Thursday
580997,23439,HAND WARMER RED LOVE HEART,11,2011-12-06 17:23:00,2.1,15023,United Kingdom,Tuesday
560996,23133,LARGE IVORY HEART WALL ORGANISER,2,2011-07-22 13:53:00,8.25,17625,United Kingdom,Friday
547918,22383,LUNCH BAG SUKI DESIGN ,10,2011-03-28 12:49:00,1.65,15249,United Kingdom,Monday
560271,85053,FRENCH ENAMEL CANDLEHOLDER,2,2011-07-17 14:51:00,2.1,16474,United Kingdom,Sunday
547223,17021,NAMASTE SWAGAT INCENSE,18,2011-03-21 15:10:00,0.3,12867,United Kingdom,Monday
570186,22750,FELTCRAFT PRINCESS LOLA DOLL,4,2011-10-07 15:01:00,3.75,17509,United Kingdom,Friday
554483,85123A,WHITE HANGING HEART T-LIGHT HOLDER,18,2011-05-24 12:57:00,2.95,13771,United Kingdom,Tuesday
544644,21313,GLASS HEART T-LIGHT HOLDER ,24,2011-02-22 11:46:00,0.85,17002,United Kingdom,Tuesday
570292,23526,WALL ART DOG LICENCE ,4,2011-10-10 11:59:00,5.95,13418,United Kingdom,Monday
576228,20975,12 PENCILS SMALL TUBE RED RETROSPOT,2,2011-11-14 13:12:00,0.65,15033,United Kingdom,Monday
537209,21467,CHERRY CROCHET FOOD COVER,1,2010-12-05 15:12:00,3.75,14606,United Kingdom,Sunday
544484,82600,NO SINGING METAL SIGN,12,2011-02-21 11:10:00,2.1,15321,United Kingdom,Monday
568066,23356,LOVE HOT WATER BOTTLE,1,2011-09-23 13:48:00,5.95,14529,United Kingdom,Friday
560928,21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,12,2011-07-22 10:00:00,1.25,14852,United Kingdom,Friday
579667,22884,NUMBER TILE VINTAGE FONT 5,2,2011-11-30 12:32:00,1.95,16361,United Kingdom,Wednesday
553035,22364,GLASS JAR DIGESTIVE BISCUITS,1,2011-05-12 20:13:00,2.95,17337,United Kingdom,Thursday
554098,23136,IVORY WIRE SWEETHEART LETTER TRAY,2,2011-05-22 13:01:00,3.75,14769,United Kingdom,Sunday
545059,22895,SET OF 2 TEA TOWELS APPLE AND PEARS,3,2011-02-27 13:04:00,2.95,14157,United Kingdom,Sunday
558341,84832,ZINC WILLIE WINKIE  CANDLE STICK,12,2011-06-28 14:20:00,0.85,14741,United Kingdom,Tuesday
553141,22759,SET OF 3 NOTEBOOKS IN PARCEL,3,2011-05-13 13:01:00,1.65,15907,United Kingdom,Friday
567656,85168B,BLACK BAROQUE CARRIAGE CLOCK,1,2011-09-21 14:40:00,8.29,14096,United Kingdom,Wednesday
538518,22973,CHILDREN'S CIRCUS PARADE MUG,6,2010-12-12 16:14:00,1.65,14505,United Kingdom,Sunday
566495,23436,VINTAGE CHRISTMAS GIFT BAG LARGE ,20,2011-09-13 11:14:00,1.25,15529,United Kingdom,Tuesday
574629,22835,HOT WATER BOTTLE I AM SO POORLY,1,2011-11-06 11:21:00,4.95,16326,United Kingdom,Sunday
544918,22993,SET OF 4 PANTRY JELLY MOULDS,12,2011-02-24 16:30:00,1.25,13081,United Kingdom,Thursday
553927,21878,PACK OF 6 SANDCASTLE FLAGS ASSORTED,200,2011-05-20 09:56:00,0.72,17381,United Kingdom,Friday
576053,21669,BLUE STRIPE CERAMIC DRAWER KNOB,6,2011-11-13 14:53:00,1.45,16726,United Kingdom,Sunday
570983,23366,SET 12 COLOURING PENCILS DOILY,24,2011-10-13 11:57:00,0.65,14963,United Kingdom,Thursday
553578,23089,GLASS BON BON JAR,12,2011-05-18 10:39:00,1.65,13767,United Kingdom,Wednesday
550071,22188,BLACK HEART CARD HOLDER,8,2011-04-14 12:12:00,3.95,16735,United Kingdom,Thursday
544065,85014B,RED RETROSPOT UMBRELLA,3,2011-02-15 13:52:00,5.95,14346,United Kingdom,Tuesday
543162,22938,CUPCAKE LACE PAPER SET 6,12,2011-02-03 18:08:00,1.95,17507,United Kingdom,Thursday
574096,23122,PARTY CHARMS 50 PIECES,12,2011-11-03 09:55:00,0.83,13599,United Kingdom,Thursday
551895,22922,FRIDGE MAGNETS US DINER ASSORTED,12,2011-05-05 10:22:00,0.85,12877,United Kingdom,Thursday
571544,23331,DECORATIVE WICKER HEART SMALL,1,2011-10-17 16:53:00,0.63,17757,United Kingdom,Monday
574258,23348,CHILDRENS TOY COOKING UTENSIL SET,1,2011-11-03 13:50:00,2.08,16891,United Kingdom,Thursday
580887,84813,SET OF 4 DIAMOND NAPKIN RINGS,8,2011-12-06 12:26:00,2.95,13755,United Kingdom,Tuesday
539041,17012E,ORIGAMI OPIUM INCENSE/CANDLE SET ,24,2010-12-15 15:34:00,0.5,15456,United Kingdom,Wednesday
568314,47566,PARTY BUNTING,1,2011-09-26 12:58:00,4.95,14387,United Kingdom,Monday
575751,21677,HEARTS  STICKERS,24,2011-11-11 10:32:00,0.85,14911,EIRE,Friday
576176,22066,LOVE HEART TRINKET POT,2,2011-11-14 11:04:00,0.39,16936,United Kingdom,Monday
575673,21668,RED STRIPE CERAMIC DRAWER KNOB,12,2011-11-10 15:04:00,1.45,14863,United Kingdom,Thursday
556102,23206,LUNCH BAG APPLE DESIGN,10,2011-06-08 16:15:00,1.65,13115,United Kingdom,Wednesday
580025,23321,SMALL WHITE HEART OF WICKER,1,2011-12-01 11:53:00,1.65,15021,United Kingdom,Thursday
580511,23235,STORAGE TIN VINTAGE LEAF,6,2011-12-04 13:54:00,2.89,12560,Germany,Sunday
564630,22427,ENAMEL FLOWER JUG CREAM,3,2011-08-26 11:53:00,5.95,13644,United Kingdom,Friday
549296,22690,DOORMAT HOME SWEET HOME BLUE ,2,2011-04-08 07:37:00,7.95,14619,United Kingdom,Friday
564335,22921,HERB MARKER CHIVES ,2,2011-08-24 14:23:00,0.65,15800,United Kingdom,Wednesday
578045,22100,SKULLS SQUARE TISSUE BOX,1,2011-11-22 14:43:00,0.39,17297,United Kingdom,Tuesday
545423,22682,FRENCH BLUE METAL DOOR SIGN 7,10,2011-03-02 14:34:00,1.25,15643,United Kingdom,Wednesday
568203,23130,MISTLETOE HEART WREATH GREEN,6,2011-09-25 15:15:00,4.15,13435,United Kingdom,Sunday
564541,22736,RIBBON REEL MAKING SNOWMEN ,10,2011-08-25 15:35:00,1.65,16309,United Kingdom,Thursday
578036,21967,PACK OF 12 SKULL TISSUES,4,2011-11-22 14:04:00,0.39,16474,United Kingdom,Tuesday
546089,22085,PAPER CHAIN KIT SKULLS ,2,2011-03-09 11:44:00,2.95,17864,United Kingdom,Wednesday
563709,23298,SPOTTY BUNTING,1,2011-08-18 15:17:00,4.95,15472,United Kingdom,Thursday
579162,22865,HAND WARMER OWL DESIGN,1,2011-11-28 13:58:00,2.1,16393,United Kingdom,Monday
567211,85099B,JUMBO BAG RED RETROSPOT,2,2011-09-19 11:02:00,2.08,14159,United Kingdom,Monday
546542,22672,FRENCH BATHROOM SIGN BLUE METAL,1,2011-03-14 15:13:00,1.65,13263,United Kingdom,Monday
550025,22698,PINK REGENCY TEACUP AND SAUCER,48,2011-04-14 11:19:00,2.55,17315,United Kingdom,Thursday
541962,21880,RED RETROSPOT TAPE,12,2011-01-24 12:58:00,0.65,12693,Germany,Monday
547050,84921,CREAM AND PINK FLOWERS PONY ,1,2011-03-20 12:02:00,3.75,17795,United Kingdom,Sunday
576624,21209,MULTICOLOUR HONEYCOMB FAN,12,2011-11-15 17:14:00,0.39,16156,United Kingdom,Tuesday
573769,23427,STOOL HOME SWEET HOME ,1,2011-11-01 10:04:00,12.5,13292,United Kingdom,Tuesday
568317,48194,DOORMAT HEARTS,4,2011-09-26 13:25:00,8.25,17491,United Kingdom,Monday
579468,22669,RED BABY BUNTING ,5,2011-11-29 14:58:00,2.95,14711,United Kingdom,Tuesday
571039,82583,HOT BATHS METAL SIGN,1,2011-10-13 12:59:00,2.1,16121,United Kingdom,Thursday
577701,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,1,2011-11-21 12:11:00,2.95,13673,United Kingdom,Monday
559401,22152,PLACE SETTING WHITE STAR,12,2011-07-08 10:49:00,0.42,15039,United Kingdom,Friday
563848,23211,RED ROCKING HORSE HAND PAINTED,24,2011-08-19 14:57:00,1.25,14911,EIRE,Friday
553182,22083,PAPER CHAIN KIT RETROSPOT,4,2011-05-15 12:21:00,2.95,17107,United Kingdom,Sunday
542631,22931,BAKING MOULD HEART WHITE CHOCOLATE,4,2011-01-31 10:09:00,2.55,12841,United Kingdom,Monday
579069,22918,HERB MARKER PARSLEY,12,2011-11-28 10:31:00,0.65,14911,EIRE,Monday
562213,23316,RED REFECTORY CLOCK ,1,2011-08-03 13:39:00,9.95,13975,United Kingdom,Wednesday
574750,22413,METAL SIGN TAKE IT OR LEAVE IT ,6,2011-11-07 09:12:00,2.95,17164,United Kingdom,Monday
544476,22064,PINK DOUGHNUT TRINKET POT ,6,2011-02-21 09:58:00,1.65,14796,United Kingdom,Monday
552330,20969,RED FLORAL FELTCRAFT SHOULDER BAG,4,2011-05-09 10:13:00,3.75,12948,United Kingdom,Monday
552007,21735,TWO DOOR CURIO CABINET,2,2011-05-05 16:56:00,12.75,13269,United Kingdom,Thursday
579167,22649,STRAWBERRY FAIRY CAKE TEAPOT,1,2011-11-28 14:06:00,4.95,16800,United Kingdom,Monday
570672,23204,CHARLOTTE BAG APPLES DESIGN,10,2011-10-11 14:52:00,0.85,12536,France,Tuesday
564722,23099,FRENCH CARRIAGE LANTERN,1,2011-08-28 12:06:00,6.65,16456,United Kingdom,Sunday
571905,84006,MAGIC TREE -PAPER FLOWERS,12,2011-10-19 14:51:00,0.85,12370,Cyprus,Wednesday
540866,20675,BLUE POLKADOT BOWL,32,2011-01-12 11:21:00,1.25,17324,United Kingdom,Wednesday
564065,23154,SET OF 4 JAM JAR MAGNETS,12,2011-08-22 15:05:00,2.08,15150,United Kingdom,Monday
559526,47341B,BLUE TABLE RUN FLOWER,2,2011-07-10 11:19:00,1.25,15756,United Kingdom,Sunday
550001,21084,SET/6 COLLAGE PAPER CUPS,24,2011-04-14 09:28:00,0.19,17704,United Kingdom,Thursday
563377,22815,CARD PSYCHEDELIC APPLES,12,2011-08-16 10:44:00,0.42,15002,United Kingdom,Tuesday
564536,22437,SET OF 9 BLACK SKULL BALLOONS,10,2011-08-25 15:12:00,0.85,13159,United Kingdom,Thursday
541789,22509,SEWING BOX RETROSPOT DESIGN ,5,2011-01-21 13:07:00,14.95,14088,United Kingdom,Friday
551518,22725,ALARM CLOCK BAKELIKE CHOCOLATE,1,2011-05-01 11:36:00,3.75,15708,United Kingdom,Sunday
571653,22535,MAGIC DRAWING SLATE BUNNIES ,24,2011-10-18 12:17:00,0.36,14298,United Kingdom,Tuesday
542425,22854,CREAM SWEETHEART EGG HOLDER,4,2011-01-28 09:20:00,4.95,12574,France,Friday
540316,85059,FRENCH ENAMEL WATER BASIN,8,2011-01-06 13:00:00,1.25,16676,United Kingdom,Thursday
539993,22458,CAST IRON HOOK GARDEN FORK,8,2011-01-04 10:00:00,2.55,13313,United Kingdom,Tuesday
577485,21096,SET/6 FRUIT SALAD  PAPER PLATES,4,2011-11-20 11:56:00,0.39,16360,United Kingdom,Sunday
562584,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,48,2011-08-07 14:16:00,0.85,13752,United Kingdom,Sunday
550627,47566,PARTY BUNTING,5,2011-04-19 14:36:00,4.95,16633,United Kingdom,Tuesday
552010,20719,WOODLAND CHARLOTTE BAG,4,2011-05-05 17:26:00,0.85,14713,United Kingdom,Thursday
574700,22726,ALARM CLOCK BAKELIKE GREEN,4,2011-11-06 13:53:00,3.75,16033,United Kingdom,Sunday
563155,20674,GREEN POLKADOT BOWL,10,2011-08-12 11:48:00,1.25,13069,United Kingdom,Friday
574052,22138,BAKING SET 9 PIECE RETROSPOT ,1,2011-11-02 13:50:00,4.95,16706,United Kingdom,Wednesday
560035,15044A,PINK PAPER PARASOL ,6,2011-07-14 13:41:00,2.95,17706,United Kingdom,Thursday
549546,22730,ALARM CLOCK BAKELIKE IVORY,2,2011-04-10 11:24:00,3.75,16889,United Kingdom,Sunday
564743,23000,TRAVEL CARD WALLET TRANSPORT,3,2011-08-28 15:17:00,0.42,14606,United Kingdom,Sunday
579282,23415,HOME SWEET HOME HOOK,12,2011-11-29 10:41:00,1.65,16818,United Kingdom,Tuesday
542433,22492,MINI PAINT SET VINTAGE ,72,2011-01-28 10:45:00,0.65,12726,France,Friday
568552,23355,HOT WATER BOTTLE KEEP CALM,8,2011-09-27 15:16:00,4.95,14824,United Kingdom,Tuesday
578270,84970L,SINGLE HEART ZINC T-LIGHT HOLDER,5,2011-11-23 13:39:00,2.08,14096,United Kingdom,Wednesday
549982,85099F,JUMBO BAG STRAWBERRY,10,2011-04-13 15:52:00,2.08,17091,United Kingdom,Wednesday
566717,37449,CERAMIC CAKE STAND + HANGING CAKES,2,2011-09-14 12:14:00,9.95,17841,United Kingdom,Wednesday
571565,22083,PAPER CHAIN KIT RETROSPOT,6,2011-10-18 10:18:00,2.95,12720,Germany,Tuesday
564174,15060B,FAIRY CAKE DESIGN UMBRELLA,8,2011-08-23 14:25:00,3.75,14191,United Kingdom,Tuesday
580963,22554,PLASTERS IN TIN WOODLAND ANIMALS,12,2011-12-06 14:49:00,1.65,14868,United Kingdom,Tuesday
549614,48187,DOORMAT NEW ENGLAND,2,2011-04-11 11:38:00,7.95,12720,Germany,Monday
547067,22385,JUMBO BAG SPACEBOY DESIGN,10,2011-03-20 13:43:00,1.95,12921,United Kingdom,Sunday
576076,51014C,"FEATHER PEN,COAL BLACK",12,2011-11-13 16:18:00,0.39,14382,United Kingdom,Sunday
554837,22784,LANTERN CREAM GAZEBO ,2,2011-05-26 16:30:00,4.95,14584,United Kingdom,Thursday
558198,72024U,LILAC VOTIVE CANDLE,24,2011-06-27 12:49:00,0.21,14104,United Kingdom,Monday
578953,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,5,2011-11-27 14:50:00,2.95,13546,United Kingdom,Sunday
573323,23197,SKETCHBOOK MAGNETIC SHOPPING LIST,3,2011-10-30 10:54:00,1.45,15708,United Kingdom,Sunday
566557,23077,DOUGHNUT LIP GLOSS ,200,2011-09-13 11:47:00,1.04,14646,Netherlands,Tuesday
540522,22494,EMERGENCY FIRST AID TIN ,12,2011-01-09 12:50:00,1.25,13102,United Kingdom,Sunday
576051,22962,JAM JAR WITH PINK LID,12,2011-11-13 14:45:00,0.85,14911,EIRE,Sunday
575919,47421,ASSORTED COLOUR LIZARD SUCTION HOOK,120,2011-11-11 17:00:00,0.36,15311,United Kingdom,Friday
544467,21717,EASTER TIN BUCKET,1,2011-02-20 15:51:00,2.55,14502,United Kingdom,Sunday
572858,22993,SET OF 4 PANTRY JELLY MOULDS,4,2011-10-26 12:36:00,1.25,13571,United Kingdom,Wednesday
579516,22139,RETROSPOT TEA SET CERAMIC 11 PC ,1,2011-11-29 17:52:00,4.95,17841,United Kingdom,Tuesday
553754,37495,FAIRY CAKE BIRTHDAY CANDLE SET,4,2011-05-19 10:25:00,3.75,16175,United Kingdom,Thursday
562574,21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,6,2011-08-07 12:42:00,1.25,14903,United Kingdom,Sunday
536522,22632,HAND WARMER RED RETROSPOT,2,2010-12-01 12:49:00,2.1,15012,United Kingdom,Wednesday
546563,21791,VINTAGE HEADS AND TAILS CARD GAME ,12,2011-03-15 10:49:00,1.25,15047,United Kingdom,Tuesday
542526,21900,"KEY FOB , SHED",10,2011-01-28 12:43:00,0.65,14659,United Kingdom,Friday
569228,22717,CARD DOG AND BALL ,12,2011-10-02 14:47:00,0.42,15547,United Kingdom,Sunday
537369,21692,SILVER LATTICE VANILLA CANDLE POT,1,2010-12-06 12:41:00,3.75,17860,United Kingdom,Monday
570499,22907,PACK OF 20 NAPKINS PANTRY DESIGN,12,2011-10-11 09:19:00,0.85,12772,Portugal,Tuesday
557466,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,4,2011-06-20 13:08:00,4.95,13815,Germany,Monday
573340,22609,PENS ASSORTED SPACEBALL,36,2011-10-30 11:55:00,0.19,14159,United Kingdom,Sunday
566312,23424,GINGHAM RECIPE BOOK BOX,4,2011-09-12 09:43:00,4.95,16150,United Kingdom,Monday
557119,21669,BLUE STRIPE CERAMIC DRAWER KNOB,36,2011-06-16 17:08:00,1.25,17416,United Kingdom,Thursday
580098,22423,REGENCY CAKESTAND 3 TIER,3,2011-12-01 15:05:00,12.75,15373,United Kingdom,Thursday
580647,23242,TREASURE TIN BUFFALO BILL ,6,2011-12-05 13:14:00,2.08,14083,United Kingdom,Monday
555124,22553,PLASTERS IN TIN SKULLS,3,2011-05-31 15:26:00,1.65,18204,United Kingdom,Tuesday
557577,22155,STAR DECORATION RUSTIC,2,2011-06-21 11:02:00,0.42,14606,United Kingdom,Tuesday
580469,22346,PARTY PIZZA DISH GREEN POLKADOT,6,2011-12-04 12:32:00,0.19,14583,United Kingdom,Sunday
544935,22246,MAGIC GARDEN FELT GARLAND ,12,2011-02-25 09:09:00,1.95,13870,United Kingdom,Friday
575602,23310,BUBBLEGUM RING ASSORTED,108,2011-11-10 12:27:00,0.42,17059,United Kingdom,Thursday
581230,23497,CLASSIC CHROME BICYCLE BELL ,12,2011-12-08 10:24:00,1.45,14291,United Kingdom,Thursday
554089,22423,REGENCY CAKESTAND 3 TIER,1,2011-05-22 12:16:00,12.75,13527,United Kingdom,Sunday
577732,22212,FOUR HOOK  WHITE LOVEBIRDS,12,2011-11-21 13:09:00,2.1,15093,United Kingdom,Monday
568554,22417,PACK OF 60 SPACEBOY CAKE CASES,24,2011-09-27 15:31:00,0.55,12455,Spain,Tuesday
565863,35648,VINTAGE BEAD PINK PURSE ,24,2011-09-07 15:00:00,0.83,17422,United Kingdom,Wednesday
543913,22917,HERB MARKER ROSEMARY,2,2011-02-14 13:11:00,0.65,17591,United Kingdom,Monday
552180,22382,LUNCH BAG SPACEBOY DESIGN ,10,2011-05-06 13:35:00,1.65,18235,United Kingdom,Friday
552562,23205,CHARLOTTE BAG ALPHABET  DESIGN,10,2011-05-10 11:50:00,0.85,17581,United Kingdom,Tuesday
577853,23321,SMALL WHITE HEART OF WICKER,10,2011-11-22 11:13:00,1.65,13681,United Kingdom,Tuesday
538198,85231B,CINAMMON SET OF 9 T-LIGHTS,6,2010-12-10 11:01:00,0.85,17827,United Kingdom,Friday
569590,23508,MINI PLAYING CARDS DOLLY GIRL ,20,2011-10-05 11:25:00,0.42,13949,United Kingdom,Wednesday
545337,84985A,SET OF 72 GREEN PAPER DOILIES,1,2011-03-01 17:28:00,1.45,15984,United Kingdom,Tuesday
541845,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,1,2011-01-23 12:41:00,3.75,15167,United Kingdom,Sunday
545872,16238,PARTY TIME PENCIL ERASERS,5,2011-03-07 14:51:00,0.21,15752,United Kingdom,Monday
572037,22025,RING OF ROSES BIRTHDAY CARD,12,2011-10-20 12:07:00,0.42,17365,United Kingdom,Thursday
575621,82582,AREA PATROLLED METAL SIGN,1,2011-11-10 13:03:00,2.1,16892,United Kingdom,Thursday
563924,82552,WASHROOM METAL SIGN,1,2011-08-21 14:32:00,1.45,15984,United Kingdom,Sunday
572542,23367,SET 12 COLOUR PENCILS SPACEBOY ,16,2011-10-24 16:20:00,0.65,17272,United Kingdom,Monday
549118,21481,FAWN BLUE HOT WATER BOTTLE,6,2011-04-06 13:18:00,2.95,14911,EIRE,Wednesday
563924,22557,PLASTERS IN TIN VINTAGE PAISLEY ,3,2011-08-21 14:32:00,1.65,15984,United Kingdom,Sunday
566847,22383,LUNCH BAG SUKI DESIGN ,2,2011-09-15 11:57:00,1.65,15005,United Kingdom,Thursday
557468,22383,LUNCH BAG SUKI DESIGN ,3,2011-06-20 13:14:00,1.65,16713,United Kingdom,Monday
566440,23380,PACK OF 12 VINTAGE DOILY TISSUES,24,2011-09-12 15:19:00,0.39,15755,United Kingdom,Monday
563216,22705,WRAP GREEN PEARS ,25,2011-08-14 13:14:00,0.42,17841,United Kingdom,Sunday
557442,22745,POPPY'S PLAYHOUSE BEDROOM ,1,2011-06-20 12:53:00,2.1,14808,United Kingdom,Monday
573393,22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,24,2011-10-30 15:08:00,0.29,14158,United Kingdom,Sunday
543196,20725,LUNCH BAG RED RETROSPOT,10,2011-02-04 12:29:00,1.65,13309,United Kingdom,Friday
568160,22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,24,2011-09-25 12:25:00,0.29,17498,United Kingdom,Sunday
576326,23090,VINTAGE GLASS T-LIGHT HOLDER,24,2011-11-14 15:18:00,0.83,16504,United Kingdom,Monday
572192,35833P,4 PINK FLOCK CHRISTMAS BALLS,1,2011-10-21 11:30:00,1.25,18118,United Kingdom,Friday
537144,22633,HAND WARMER UNION JACK,2,2010-12-05 13:00:00,2.1,15880,United Kingdom,Sunday
562161,22677,FRENCH BLUE METAL DOOR SIGN 2,3,2011-08-03 11:58:00,1.25,17841,United Kingdom,Wednesday
569089,23319,BOX OF 6 MINI 50'S CRACKERS,4,2011-09-30 12:03:00,2.49,13764,United Kingdom,Friday
539421,21481,FAWN BLUE HOT WATER BOTTLE,6,2010-12-17 14:21:00,2.95,14016,EIRE,Friday
561190,22273,FELTCRAFT DOLL MOLLY,6,2011-07-25 13:37:00,2.95,17631,United Kingdom,Monday
569653,22898,CHILDRENS APRON APPLES DESIGN,8,2011-10-05 12:52:00,1.95,12451,Switzerland,Wednesday
579069,23121,PACK OF 6 COCKTAIL PARASOL STRAWS,24,2011-11-28 10:31:00,0.42,14911,EIRE,Monday
562271,23316,RED REFECTORY CLOCK ,1,2011-08-03 17:05:00,9.95,16098,United Kingdom,Wednesday
540849,22625,RED KITCHEN SCALES,2,2011-01-12 09:33:00,8.5,14270,United Kingdom,Wednesday
568997,23511,EMBROIDERED RIBBON REEL EMILY ,6,2011-09-29 17:27:00,2.08,16233,United Kingdom,Thursday
559471,22920,HERB MARKER BASIL,12,2011-07-08 13:39:00,0.65,17512,United Kingdom,Friday
571297,22526,WHEELBARROW FOR CHILDREN ,1,2011-10-16 16:25:00,12.75,16987,United Kingdom,Sunday
561658,85213,MINI  ZINC GARDEN DECORATIONS ,12,2011-07-28 16:06:00,0.29,12743,Unspecified,Thursday
571653,22601,CHRISTMAS RETROSPOT ANGEL WOOD,12,2011-10-18 12:17:00,0.72,14298,United Kingdom,Tuesday
542647,22918,HERB MARKER PARSLEY,12,2011-01-31 11:46:00,0.65,18245,United Kingdom,Monday
568191,23398,HANGING HEART BONHEUR,10,2011-09-25 14:37:00,0.85,16655,United Kingdom,Sunday
552839,23133,LARGE IVORY HEART WALL ORGANISER,2,2011-05-11 14:25:00,8.25,14367,United Kingdom,Wednesday
559000,22435,SET OF 9 HEART SHAPED BALLOONS,6,2011-07-05 12:15:00,1.25,14099,United Kingdom,Tuesday
565478,21935,SUKI  SHOULDER BAG,2,2011-09-05 11:18:00,1.65,15005,United Kingdom,Monday
579432,20713,JUMBO BAG OWLS,100,2011-11-29 13:12:00,1.79,15311,United Kingdom,Tuesday
543256,21485,RETROSPOT HEART HOT WATER BOTTLE,4,2011-02-04 15:54:00,4.95,17293,United Kingdom,Friday
570049,23368,SET 12 COLOUR PENCILS DOLLY GIRL ,17,2011-10-07 10:55:00,0.65,17228,United Kingdom,Friday
580691,90214D,"LETTER ""D"" BLING KEY RING",12,2011-12-05 15:48:00,0.29,13790,United Kingdom,Monday
556038,22062,CERAMIC BOWL WITH LOVE HEART DESIGN,3,2011-06-08 12:38:00,0.83,13184,United Kingdom,Wednesday
568998,46000S,POLYESTER FILLER PAD 40x40cm,125,2011-09-29 17:33:00,1.45,17905,United Kingdom,Thursday
579491,22633,HAND WARMER UNION JACK,3,2011-11-29 15:23:00,2.1,14723,United Kingdom,Tuesday
567968,22149,FELTCRAFT 6 FLOWER FRIENDS,6,2011-09-23 09:44:00,2.1,12546,Spain,Friday
570887,22818,CARD CHRISTMAS VILLAGE,12,2011-10-13 10:25:00,0.42,17169,United Kingdom,Thursday
580290,23266,SET OF 3 WOODEN STOCKING DECORATION,1,2011-12-02 13:35:00,1.25,17221,United Kingdom,Friday
554098,22252,BIRDCAGE DECORATION TEALIGHT HOLDER,6,2011-05-22 13:01:00,1.25,14769,United Kingdom,Sunday
551715,22659,LUNCH BOX I LOVE LONDON,12,2011-05-03 15:23:00,1.95,13102,United Kingdom,Tuesday
553546,84519B,CARROT CHARLIE+LOLA COASTER SET,24,2011-05-17 15:42:00,1.25,12415,Australia,Tuesday
577157,22551,PLASTERS IN TIN SPACEBOY,36,2011-11-18 09:58:00,1.65,12451,Switzerland,Friday
579559,22138,BAKING SET 9 PIECE RETROSPOT ,2,2011-11-30 11:30:00,4.95,16764,United Kingdom,Wednesday
544307,22715,CARD WEDDING DAY,24,2011-02-17 14:04:00,0.42,15903,United Kingdom,Thursday
580311,20718,RED RETROSPOT SHOPPER BAG,10,2011-12-02 14:48:00,1.25,18245,United Kingdom,Friday
542398,21324,HANGING MEDINA LANTERN SMALL,2,2011-01-27 15:36:00,2.95,13174,United Kingdom,Thursday
